"Categoria","2015"
"Mudança de Uso da Terra e Floresta","1029639130.5172064"
"Energia","429787681.759818"
"Processos Industriais","82856051.35037231"
"Agropecuária","17547178.943661645"
"Resíduos","920580.1000649482"
