"Categoria","2023"
"Mudança de Uso da Terra e Floresta","1278373077.3477106"
"Energia","394207398.1175327"
"Processos Industriais","80897668.43743896"
"Agropecuária","34558414.32268004"
"Resíduos","686402.0996488854"
